"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad"
"(Secretaría Distrital de Integración Social)","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.3148378","SDIS-CPS-284027-2022","702271321","CO1.BDOS.3065504","PRESTAR SERVICIOS PROFESIONALES PARA GESTIONAR LOCALMENTE EL CUMPLIMIENTO DE LAS METAS TERRITORIALIZADAS DEL PROYECTO 7770  COMPROMISO CON EL ENVEJECIMIENTO ACTIVO Y UNA BOGOTÁ CUIDADORA E INCLUYENTE","PRESTAR SERVICIOS PROFESIONALES PARA GESTIONAR LOCALMENTE EL CUMPLIMIENTO DE LAS METAS TERRITORIALIZADAS DEL PROYECTO 7770  COMPROMISO CON EL ENVEJECIMIENTO ACTIVO Y UNA BOGOTÁ CUIDADORA E INCLUYENTE  EN ARTICULACIÓN CON LA ESTRATEGIA TERRITORIAL SOCIAL INTEGRAL DE LA SDIS",,,,,,,,,"$19,445,000","Contratación directa","Servicios profesionales y apoyo a la gestión","5","Mes(es)",,,,"Bogotá","SUBDIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,271,321"
"CENTRO EDUCATIVO RURAL LA CHIQUITA","900976984","Antioquia","Campamento","Territorial","Centralizada","CO1.REQ.8001890","C-12","719041899","CO1.BDOS.7863003","CESAR ADELMO LOPERA","IMPRESIÓN DE DIPLOMAS PARA EL CER LA CHIQUITA",,,,,,,,,"$500,000","Contratación régimen especial","Regla aplicable","8","día(s)",,,,"Campamento","MARIO ALBERTO AREIZA TOBON","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.60101606","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","719,041,899"
"POLICÍA NACIONAL - DEPARTAMENTO DE POLICIA CASANARE","844000016","Casanare","Yopal","Territorial","Centralizada","CO1.REQ.10284944","PN DECAS CD 009 2026","701709024","CO1.BDOS.10114129","PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO TÉCNICO EN SISTEMAS","PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO TÉCNICO EN SISTEMAS PARA EL APOYO A LAS ACTIVIDADES TECNOLOGICAS Y ADMINISTRATIVAS DE LA UNIDAD PRESTADORA DE SALUD DEL DEPARTAMENTO DE POLICIA CASANARE.",,,,,,,,,"$21,688,250","Contratación directa","Servicios profesionales y apoyo a la gestión","250","día(s)",,,,"Yopal","DECAS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,709,024"
"DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*","800197268","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.1449354","IMC-01-006-2020_3","700795065","CO1.BDOS.1319745","Mantenimiento y reparaciones locativas indispensables para el funcionamiento de la sede de la Dirección Seccional de Impuestos y Aduanas de Armenia; incluidas las membranas arquitectónicas","Mantenimiento y reparaciones locativas indispensables para el funcionamiento de la sede de la Dirección Seccional de Impuestos y Aduanas de Armenia, incluidas las membranas arquitectónicas",,,,,,,,,"$0","Mínima cuantía","Presupuesto inferior al 10% de la menor cuantía","60","día(s)","08/21/2020","08/21/2020",,"Armenia","13-10-00-001-Dirección Secc de Impuestos y Aduanas de Armenia","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72101507","Cerrado","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,795,065"
"DILOF","800141397","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9626985","PN DILOF GUINT MIC 04_2","700569072","CO1.BDOS.9448267","PN DILOF GUINT MIC 04_2","Teniendo en cuenta la asignación de recursos y la necesidad generada por la Policía Nacional para la ADQUISICIÓN DE BASTONES PARA LOS SEÑORES GENERALES  de manera atenta me permito solicitar, cotización de los elementos.",,,,,,,,,"$0","Solicitud de información a los Proveedores","No Defenido","180","día(s)","01/19/2026",,,"Bogotá","Dirección Logística y Financiera","219","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.54101500","Abierto","No Especificado","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,569,072"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.10166447","CA 184 2026 2","712019876","CO1.BDOS.9999034","Compra de material aeronáutico","No definido",,,,,,,,,"$840,294","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.15121900","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS..","900126860","Distrito Capital de Bogotá","Bogotá","Territorial","Centralizada","CO1.REQ.1312400","UAESP-270-2020","701922320","CO1.BDOS.1272801","PRESTACION DE SERVICIOS SEGUNDO EVELIO BELTRAN PINZON","Prestar servicios de apoyo a la gestión a la Subdirección Administrativa y Financiera de la UAESP desarrollando las actividades de conducción de vehículos automotores con la responsabilidad y habilidad requerida, procurando el uso adecuado del automotor asignado y cumpliendo con las normas de tránsito",,,,,,,,,"$18,433,863","Contratación directa","Servicios profesionales y apoyo a la gestión","5","Mes(es)",,,,"Bogotá","Grupo de Contratos","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80161500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,922,320"
"CORPORACIÓN CENTRO PROVINCIAL DE GESTIÓN AGROEMPRESARIAL DEL CENTRO DEL DEPARTAMENTO DEL HUILA","900010050","Huila","Garzón","Territorial","Centralizada","CO1.REQ.10171944","016","706249653","CO1.BDOS.10003965","HERNAN DARIO MURCIA CALDERÓN","PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA RESTAURACIÓN DE ECOSISTEMAS, EDUCACIÓN AMBIENTAL NO FORMAL, MONITOREO Y CONTROL DE ÁREAS PROTEGIDAS Y DIVULGACIÓN DE LA INFORMACIÓN DEL CAMBIO CLIMÁTICO A REALIZAR EN EL MUNICIPIO DE ALTMIRA HUILA, CONFORME AL CONVENIO INTERADMINISTRATIVO No. 002 de 2025",,,,,,,,,"$9,053,000","Contratación régimen especial","Decreto 092 de 2017","120","día(s)",,,,"Garzón","CONTRATACIÓN CORPOAGROCENTRO","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","706,249,653"
"ICBF SEDE NACIONAL","899999239","Distrito Capital de Bogotá","No Definido","Nacional","Centralizada","CO1.REQ.6736583","ICB -CPS-211762-2024-SEN","700087026","CO1.BDOS.6608911","CONTRATO DE PRESTACION DE SERVIOS PROFESIONALES","PRESTAR SERVICIOS PROFESIONALES A LA DIRECCIÓN DE NUTRICIÓN APOYANDO LA GESTIÓN DE LA INSTANCIA INTERSECTORIAL EN EL MARCO DEL DERECHO HUMANO A LA ALIMENTACIÓN Y SOBERANIA ALIMENTARIA",,,,,,,,,"$33,188,000","Contratación directa","Servicios profesionales y apoyo a la gestión","125","día(s)",,,,"Bogotá","ICBF sede de la Dirección General","0","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,087,026"
"SECRETARÍA DISTRITAL DE CULTURA, RECREACIÓN Y DEPORTE","0899999061","Distrito Capital de Bogotá","Bogotá","Territorial","Centralizada","CO1.REQ.9819692","SCDPI-21416-00395-26","702169566","CO1.BDOS.9652258","SCDPI-21416-00395-26","Prestar servicios profesionales a la Secretaría de Cultura, Recreación y Deporte  Subsecretaría de Gobernanza, desarrollando actividades para la estructuración, planificación, producción y seguimiento de los eventos culturales y artísticos asignados, mediante el apoyo técnico, operativo y logístico necesario para garantizar su adecuada ejecución.","Presentación de oferta",,,,,,,,"$68,610,000","Contratación directa","Servicios profesionales y apoyo a la gestión","0","día(s)",,,,"Bogotá","SUBSECRETARÍA DE GOBERNANZA","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9703861","702,169,566"
"MINVIVIENDA","900463725","No Definido","No Definido","Nacional","Centralizada","CO1.REQ.9860979","MVCT-3.83-2026","700262025","CO1.BDOS.9693624","STEPHANY LORAINE ACOSTA GARCIA","Prestar servicios profesionales para la revisión y análisis del reglamento técnico del sector de agua potable y saneamiento básico, así como de documentos relacionados con compromisos étnicos y de construcción de paz, y brindar acompañamiento jurídico a la formulación, implementación y seguimiento de programas y proyectos sectoriales, asegurando su adecuación al marco normativo vigente","Presentación de oferta",,,,,,,,"$175,536,000","Contratación directa","Servicios profesionales y apoyo a la gestión","338","día(s)",,,,"Bogotá","SUBDIRECCION DE SERVICIOS ADMINISTRATIVOS - GRUPO CONTRATOS","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80121601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9709224","700,262,025"
"ICBF REGIONAL META","899999239","Meta","No Definido","Nacional","Centralizada","CO1.REQ.9863565","ICBF-CPS-266547-2026-MET","704156264","CO1.BDOS.9695827","CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES","Prestar Servicios Apoyo Pedagógico En Las Unidades De Servicio De Atención Directa A La Primera Infancia Que Le Sean Asignadas Por La Dirección Regional Para Realizar La Atención Directa A Las Niñas Y Niños Vinculados En Los Servicios De Educación Inicial Conforme A Los Lineamientos Manuales Protocolos Y Guías Vigentes Aplicables A La Modalidad O Servicio Correspondiente.","Presentación de oferta",,,,,,,,"$27,080,360","Contratación directa","Servicios profesionales y apoyo a la gestión","307","día(s)",,,,"Villavicencio","ICBF-REGIONAL META","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9710286","704,156,264"
"ESE HOSPITAL LOCAL DE GALAPA","802007798","Atlántico","Galapa","Corporación Autónoma","Centralizada","CO1.REQ.8434257","OPS-0434-2025","717785208","CO1.BDOS.8285519","OPS-0434-2025","PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO AUXILIAR DE FACTURACION EN EL AREA DE URGENCIAS DE LA ESE CENTRO DE SALUD DE GALAPA",,,,,,,,,"$2,000,000","Contratación régimen especial","Regla aplicable","30","día(s)",,,,"Galapa","GESTION CONTRACTUAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","717,785,208"
"SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS","800250984","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.2913193","SSPD-MC-05-2022","700111024","CO1.BDOS.2836083","Contratar a monto agotable el suministro de elementos de ferretería; cerrajería y materiales de construcción requeridos por las dependencias en las sedes de la Superintendencia de Servicios Públicos d","Contratar a monto agotable el suministro de elementos de ferretería, cerrajería y materiales de construcción requeridos por las dependencias en las sedes de la Superintendencia de Servicios Públicos domiciliarios",,,,,,,,,"$40,000,000","Mínima cuantía","Presupuesto inferior al 10% de la menor cuantía","180","día(s)","02/28/2022","02/28/2022",,"Bogotá","DIRECCION ADMINISTRATIVA","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.39121700","Cerrado","Prestación de servicios","No Definido","V131162800, V140141700","https://community.secop.gov.co/STS/Users/Login/Index","700,111,024"
"DEPARTAMENTO DEL ATLANTICO**","890102006","Atlántico","Barranquilla","Territorial","Centralizada","CO1.REQ.3161324","CD-885-2022","702589086","CO1.BDOS.3077440","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO DE LOS PROCESOS QUE SE LLEVAN A CABO EN LA SUBSECRETARIA DE SALUD PÚBLICA EN ATENCIÓN A LA SALUD MENTAL DE LA POBLACIÓN DEL DEPARTAMENTO D","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO DE LOS PROCESOS QUE SE LLEVAN A CABO EN LA SUBSECRETARIA DE SALUD PÚBLICA EN ATENCIÓN A LA SALUD MENTAL DE LA POBLACIÓN DEL DEPARTAMENTO DEL ATLÁNTICO.",,,,,,,,,"$16,258,000","Contratación directa","Servicios profesionales y apoyo a la gestión","0","día(s)",,,,"Barranquilla","SECRETARÍA GENERAL","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,589,086"
"HOSPITAL LOCAL SAN ISIDRO DE ALPUJARRA","800025221","Tolima","Alpujarra","Territorial","Centralizada","CO1.REQ.7825126","ORDEN SE SERVICIOS 003","704414762","CO1.BDOS.7688216","ELEMENTOS DE ASEO","SUMINISTRO ELEMENTOS DE ASEO PARA ASEPSIA DE LA ESE, Y PAPELERIA PARA EL AREA ADMINISTRATIVA Y ASISTENCIAL DE LA ESE SAN ISIDRO DE ALPUJARRA - TOLIMA",,,,,,,,,"$3,500,000","Contratación régimen especial","Regla aplicable","2","día(s)",,,,"Alpujarra","Contratacion","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.47131502","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,414,762"
"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE POLONUEVO","802004549","Atlántico","Polonuevo","Territorial","Centralizada","CO1.REQ.7362674","506-2024","701747479","CO1.BDOS.7225774","CLEMENTINA CUENTAS PEDROZO","PRESTAR LOS SERVICIOS DE APOYO EN SERVICIOS GENERALES A LA ESE CENTRO DE SALUD DE POLONUEVO EN LOS PROGRAMAS DE FUNCIONAMIENTO",,,,,,,,,"$3,030,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Polonuevo","GERENCIA","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,747,479"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.8655224","CA 658 2023 1","712019876","CO1.BDOS.8501501","Compra de material aeronáutico","No definido",,,,,,,,,"$690,200","Contratación régimen especial","Regla aplicable","6","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.25201500","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"ESE HOSPITAL LOCAL DE GALAPA","802007798","Atlántico","Galapa","Corporación Autónoma","Centralizada","CO1.REQ.8476826","OPS-0102-2025","717785208","CO1.BDOS.8326336","OPS-0102-2025","PRESTACION DE SERVICIOS DE APOYO A LA GESTION  OMO AUDITOR EN LA GESTION DE LAS ACTIVIDADES DE PROMOCION Y MANTENIMIENTO DE LA SALUD DE LA ESE CENTRO DE SALUD DE GALAPA",,,,,,,,,"$3,800,000","Contratación régimen especial","Regla aplicable","30","día(s)",,,,"Galapa","GESTION CONTRACTUAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","717,785,208"
"SECRETARIA DE EDUCACION DEL DISTRITO","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.5367628","SED-SCP-DEPB-PSP-186-2024","701321135","CO1.BDOS.5250916","DINAMIZADOR 1","Prestación de servicios profesionales para dinamizar los procesos de educación ambiental en las instituciones educativas distritales que le sean asignadas, en el marco del Proyecto de inversión Fortalecimiento de las estrategias de educación ambiental y protección animal en los colegios oficiales de Bogotá D.C",,,,,,,,,"$0","Contratación directa","Servicios profesionales y apoyo a la gestión","11","Mes(es)",,,,"Bogotá","DIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.93141501","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,321,135"
"MUNICIPIO DE MACHETA","899999401","Cundinamarca","Macheta","Territorial","Centralizada","CO1.REQ.9864356","CD-CPS-038-2026","702574716","CO1.BDOS.9696618","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR LA GESTIÓN TÉCNICA; ADMINISTRATIVA Y FINANCIERA DEL FONDO LOCAL DE SALUD DEL MUNICIPIO DE MACHETÁ; ASÍ COMO LA PLANIFICACIÓN ESTRATÉGICA EN SALUD; INC","PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR LA GESTIÓN TÉCNICA, ADMINISTRATIVA Y FINANCIERA DEL FONDO LOCAL DE SALUD DEL MUNICIPIO DE MACHETÁ, ASÍ COMO LA PLANIFICACIÓN ESTRATÉGICA EN SALUD, INCLUYENDO LA ARMONIZACIÓN DEL PLAN TERRITORIAL DE SALUD, EL PLAN DE ACCIÓN EN SALUD 2026 Y EL CARGUE DE INFORMACIÓN EN LA PLATAFORMA PDSP","Presentación de oferta",,,,,,,,"$11,760,000","Contratación directa","Servicios profesionales y apoyo a la gestión","4","Mes(es)",,,,"No Aplica","UNIDAD DE CONTRATACION","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9711183","702,574,716"
"MINISTERIO DEL INTERIOR","830114475","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9104218","CD-2124-2025","700583222","CO1.BDOS.8941836","CONVENIO INTERADMINISTRATIVO - CABILDO KOGUI - DAI","Aunar esfuerzos entre el Ministerio del Interior a través de la Dirección de Asuntos Indígenas, Rom y Minorías y el Resguardo Kogui- Malayo - Arhuaco mediante el cabildo indígena Kogui en calidad de autoridad representativa, para la consolidación, recuperación y protección progresiva del Territorio Ancestral de la Línea Negra.",,,,,,,,,"$1,500,000,000","Contratación Directa (con ofertas)","Contratos o convenios Interadministrativos (con valor)","0","día(s)","10/24/2025",,,"Bogotá","SUBDIRECCION DE GESTION CONTRACTUAL","180","1","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.93141706","Abierto","Otro","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,583,222"
